instancia,cant_palabras,palabra_max,cant_max
exp_cant_palabras_5000_1,5000, aa bb cc dd ee ff,20
exp_cant_palabras_5000_2,5000, aa aab bc bcd ce cef dg dgh ei eij fk fkl gm gmn ho hop iq iqr js jst ku kuv lw lwx my myz na nab oc ocd pe pef,10
exp_cant_palabras_5000_3,5000, aa aab aabc bd bde bdef cg cgh cghi dj djk djkl em emn emno fp fpq fpqr gs gst gstu hv hvw hvwx iy iyz iyza jb jbc jbcd ke kef kefg,7
exp_cant_palabras_5000_4,5000, aa aab aabc aabcd be bef befg befgh ci cij cijk cijkl dm dmn dmno dmnop eq eqr eqrs eqrst fu fuv fuvw fuvwx gy gyz gyza gyzab hc hcd hcde hcdef ig igh ighi ighij jk jkl jklm jklmn ko kop kopq kopqr ls lst lstu lstuv mw mwx mwxy mwxyz na nab nabc nabcd oe oef oefg oefgh pi pij pijk pijkl qm qmn qmno qmnop rq rqr rqrs rqrst su suv suvw suvwx ty tyz tyza tyzab uc ucd ucde ucdef,5
exp_cant_palabras_5000_5,5000, aa aab aabc aabcd aabcde bf bfg bfgh bfghi bfghij ck ckl cklm cklmn cklmno dp dpq dpqr dpqrs dpqrst eu euv euvw euvwx euvwxy fz fza fzab fzabc fzabcd ge gef gefg gefgh gefghi hj hjk hjkl hjklm hjklmn io iop iopq iopqr iopqrs jt jtu jtuv jtuvw jtuvwx ky kyz kyza kyzab kyzabc ld lde ldef ldefg ldefgh mi mij mijk mijkl mijklm nn nno nnop nnopq nnopqr os ost ostu ostuv ostuvw px pxy pxyz pxyza pxyzab qc qcd qcde qcdef qcdefg rh rhi rhij rhijk rhijkl sm smn smno smnop smnopq tr trs trst trstu trstuv uw uwx uwxy uwxyz uwxyza vb vbc vbcd vbcde vbcdef,4
exp_cant_palabras_5000_6,5000, aa aab aabc aabcd aabcde aabcdef bg bgh bghi bghij bghijk bghijkl cm cmn cmno cmnop cmnopq cmnopqr ds dst dstu dstuv dstuvw dstuvwx ey eyz eyza eyzab eyzabc eyzabcd fe fef fefg fefgh fefghi fefghij,4
exp_cant_palabras_5000_7,5000, aa aab aabc aabcd aabcde aabcdef aabcdefg bh bhi bhij bhijk bhijkl bhijklm bhijklmn co cop copq copqr copqrs copqrst copqrstu dv dvw dvwx dvwxy dvwxyz dvwxyza dvwxyzab ec ecd ecde ecdef ecdefg ecdefgh ecdefghi fj fjk fjkl fjklm fjklmn fjklmno fjklmnop gq gqr gqrs gqrst gqrstu gqrstuv gqrstuvw hx hxy hxyz hxyza hxyzab hxyzabc hxyzabcd ie ief iefg iefgh iefghi iefghij iefghijk jl jlm jlmn jlmno jlmnop jlmnopq jlmnopqr ks kst kstu kstuv kstuvw kstuvwx kstuvwxy lz lza lzab lzabc lzabcd lzabcde lzabcdef mg mgh mghi mghij mghijk mghijkl mghijklm nn nno nnop nnopq nnopqr nnopqrs nnopqrst ou ouv ouvw ouvwx ouvwxy ouvwxyz ouvwxyza pb pbc pbcd pbcde pbcdef pbcdefg pbcdefgh qi qij qijk qijkl qijklm qijklmn qijklmno rp rpq rpqr rpqrs rpqrst rpqrstu rpqrstuv sw swx swxy swxyz swxyza swxyzab swxyzabc td tde tdef tdefg tdefgh tdefghi tdefghij,3
exp_cant_palabras_5000_8,5000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh bi bij bijk bijkl bijklm bijklmn bijklmno bijklmnop cq cqr cqrs cqrst cqrstu cqrstuv cqrstuvw cqrstuvwx dy dyz dyza dyzab dyzabc dyzabcd dyzabcde dyzabcdef eg egh eghi eghij eghijk eghijkl eghijklm eghijklmn fo fop fopq fopqr fopqrs fopqrst fopqrstu fopqrstuv gw gwx gwxy gwxyz gwxyza gwxyzab gwxyzabc gwxyzabcd he hef hefg hefgh hefghi hefghij hefghijk hefghijkl im imn imno imnop imnopq imnopqr imnopqrs imnopqrst ju juv juvw juvwx juvwxy juvwxyz juvwxyza juvwxyzab kc kcd kcde kcdef kcdefg kcdefgh kcdefghi kcdefghij,3
exp_cant_palabras_5000_9,5000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi bj bjk bjkl bjklm bjklmn bjklmno bjklmnop bjklmnopq bjklmnopqr cs cst cstu cstuv cstuvw cstuvwx cstuvwxy cstuvwxyz cstuvwxyza db dbc dbcd dbcde dbcdef dbcdefg dbcdefgh dbcdefghi dbcdefghij,3
exp_cant_palabras_5000_10,5000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi aabcdefghij bk bkl bklm bklmn bklmno bklmnop bklmnopq bklmnopqr bklmnopqrs bklmnopqrst cu cuv cuvw cuvwx cuvwxy cuvwxyz cuvwxyza cuvwxyzab cuvwxyzabc cuvwxyzabcd de def defg defgh defghi defghij defghijk defghijkl defghijklm defghijklmn eo eop eopq eopqr eopqrs eopqrst eopqrstu eopqrstuv eopqrstuvw eopqrstuvwx fy fyz fyza fyzab fyzabc fyzabcd fyzabcde fyzabcdef fyzabcdefg fyzabcdefgh gi gij gijk gijkl gijklm gijklmn gijklmno gijklmnop gijklmnopq gijklmnopqr hs hst hstu hstuv hstuvw hstuvwx hstuvwxy hstuvwxyz hstuvwxyza hstuvwxyzab ic icd icde icdef icdefg icdefgh icdefghi icdefghij icdefghijk icdefghijkl jm jmn jmno jmnop jmnopq jmnopqr jmnopqrs jmnopqrst jmnopqrstu jmnopqrstuv kw kwx kwxy kwxyz kwxyza kwxyzab kwxyzabc kwxyzabcd kwxyzabcde kwxyzabcdef lg lgh lghi lghij lghijk lghijkl lghijklm lghijklmn lghijklmno lghijklmnop mq mqr mqrs mqrst mqrstu mqrstuv mqrstuvw mqrstuvwx mqrstuvwxy mqrstuvwxyz na nab nabc nabcd nabcde nabcdef nabcdefg nabcdefgh nabcdefghi nabcdefghij ok okl oklm oklmn oklmno oklmnop oklmnopq oklmnopqr oklmnopqrs oklmnopqrst pu puv puvw puvwx puvwxy puvwxyz puvwxyza puvwxyzab puvwxyzabc puvwxyzabcd qe qef qefg qefgh qefghi qefghij qefghijk qefghijkl qefghijklm qefghijklmn ro rop ropq ropqr ropqrs ropqrst ropqrstu ropqrstuv ropqrstuvw ropqrstuvwx sy syz syza syzab syzabc syzabcd syzabcde syzabcdef syzabcdefg syzabcdefgh ti tij tijk tijkl tijklm tijklmn tijklmno tijklmnop tijklmnopq tijklmnopqr us ust ustu ustuv ustuvw ustuvwx ustuvwxy ustuvwxyz ustuvwxyza ustuvwxyzab vc vcd vcde vcdef vcdefg vcdefgh vcdefghi vcdefghij vcdefghijk vcdefghijkl wm wmn wmno wmnop wmnopq wmnopqr wmnopqrs wmnopqrst wmnopqrstu wmnopqrstuv xw xwx xwxy xwxyz xwxyza xwxyzab xwxyzabc xwxyzabcd xwxyzabcde xwxyzabcdef,2
exp_cant_palabras_5000_10,5000, aa,61
