instancia,cant_palabras,palabra_max,cant_max
exp_cant_palabras_6000_1,6000, aa bb,24
exp_cant_palabras_6000_2,6000, aa aab bc bcd ce cef dg dgh ei eij fk fkl gm gmn ho hop iq iqr js jst ku kuv lw lwx my myz na nab,12
exp_cant_palabras_6000_3,6000, aa aab aabc bd bde bdef cg cgh cghi dj djk djkl em emn emno fp fpq fpqr gs gst gstu hv hvw hvwx iy iyz iyza jb jbc jbcd ke kef kefg lh lhi lhij mk mkl mklm nn nno nnop oq oqr oqrs pt ptu ptuv qw qwx qwxy rz rza rzab,8
exp_cant_palabras_6000_4,6000, aa aab aabc aabcd be bef befg befgh ci cij cijk cijkl dm dmn dmno dmnop eq eqr eqrs eqrst fu fuv fuvw fuvwx gy gyz gyza gyzab hc hcd hcde hcdef ig igh ighi ighij jk jkl jklm jklmn ko kop kopq kopqr ls lst lstu lstuv mw mwx mwxy mwxyz na nab nabc nabcd oe oef oefg oefgh pi pij pijk pijkl qm qmn qmno qmnop rq rqr rqrs rqrst su suv suvw suvwx ty tyz tyza tyzab,6
exp_cant_palabras_6000_5,6000, aa aab aabc aabcd aabcde bf bfg bfgh bfghi bfghij ck ckl cklm cklmn cklmno dp dpq dpqr dpqrs dpqrst eu euv euvw euvwx euvwxy fz fza fzab fzabc fzabcd ge gef gefg gefgh gefghi hj hjk hjkl hjklm hjklmn io iop iopq iopqr iopqrs jt jtu jtuv jtuvw jtuvwx ky kyz kyza kyzab kyzabc ld lde ldef ldefg ldefgh mi mij mijk mijkl mijklm nn nno nnop nnopq nnopqr os ost ostu ostuv ostuvw px pxy pxyz pxyza pxyzab,5
exp_cant_palabras_6000_6,6000, aa aab aabc aabcd aabcde aabcdef bg bgh bghi bghij bghijk bghijkl cm cmn cmno cmnop cmnopq cmnopqr ds dst dstu dstuv dstuvw dstuvwx ey eyz eyza eyzab eyzabc eyzabcd fe fef fefg fefgh fefghi fefghij gk gkl gklm gklmn gklmno gklmnop hq hqr hqrs hqrst hqrstu hqrstuv iw iwx iwxy iwxyz iwxyza iwxyzab jc jcd jcde jcdef jcdefg jcdefgh ki kij kijk kijkl kijklm kijklmn lo lop lopq lopqr lopqrs lopqrst mu muv muvw muvwx muvwxy muvwxyz na nab nabc nabcd nabcde nabcdef og ogh oghi oghij oghijk oghijkl pm pmn pmno pmnop pmnopq pmnopqr qs qst qstu qstuv qstuvw qstuvwx ry ryz ryza ryzab ryzabc ryzabcd se sef sefg sefgh sefghi sefghij tk tkl tklm tklmn tklmno tklmnop uq uqr uqrs uqrst uqrstu uqrstuv vw vwx vwxy vwxyz vwxyza vwxyzab,4
exp_cant_palabras_6000_7,6000, aa aab aabc aabcd aabcde aabcdef aabcdefg bh bhi bhij bhijk bhijkl bhijklm bhijklmn co cop copq copqr copqrs copqrst copqrstu dv dvw dvwx dvwxy dvwxyz dvwxyza dvwxyzab ec ecd ecde ecdef ecdefg ecdefgh ecdefghi fj fjk fjkl fjklm fjklmn fjklmno fjklmnop gq gqr gqrs gqrst gqrstu gqrstuv gqrstuvw hx hxy hxyz hxyza hxyzab hxyzabc hxyzabcd,4
exp_cant_palabras_6000_8,6000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh bi bij bijk bijkl bijklm bijklmn bijklmno bijklmnop cq cqr cqrs cqrst cqrstu cqrstuv cqrstuvw cqrstuvwx dy dyz dyza dyzab dyzabc dyzabcd dyzabcde dyzabcdef eg egh eghi eghij eghijk eghijkl eghijklm eghijklmn fo fop fopq fopqr fopqrs fopqrst fopqrstu fopqrstuv gw gwx gwxy gwxyz gwxyza gwxyzab gwxyzabc gwxyzabcd he hef hefg hefgh hefghi hefghij hefghijk hefghijkl im imn imno imnop imnopq imnopqr imnopqrs imnopqrst ju juv juvw juvwx juvwxy juvwxyz juvwxyza juvwxyzab kc kcd kcde kcdef kcdefg kcdefgh kcdefghi kcdefghij lk lkl lklm lklmn lklmno lklmnop lklmnopq lklmnopqr ms mst mstu mstuv mstuvw mstuvwx mstuvwxy mstuvwxyz na nab nabc nabcd nabcde nabcdef nabcdefg nabcdefgh oi oij oijk oijkl oijklm oijklmn oijklmno oijklmnop pq pqr pqrs pqrst pqrstu pqrstuv pqrstuvw pqrstuvwx qy qyz qyza qyzab qyzabc qyzabcd qyzabcde qyzabcdef rg rgh rghi rghij rghijk rghijkl rghijklm rghijklmn so sop sopq sopqr sopqrs sopqrst sopqrstu sopqrstuv tw twx twxy twxyz twxyza twxyzab twxyzabc twxyzabcd ue uef uefg uefgh uefghi uefghij uefghijk uefghijkl vm vmn vmno vmnop vmnopq vmnopqr vmnopqrs vmnopqrst wu wuv wuvw wuvwx wuvwxy wuvwxyz wuvwxyza wuvwxyzab,3
exp_cant_palabras_6000_9,6000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi bj bjk bjkl bjklm bjklmn bjklmno bjklmnop bjklmnopq bjklmnopqr cs cst cstu cstuv cstuvw cstuvwx cstuvwxy cstuvwxyz cstuvwxyza db dbc dbcd dbcde dbcdef dbcdefg dbcdefgh dbcdefghi dbcdefghij ek ekl eklm eklmn eklmno eklmnop eklmnopq eklmnopqr eklmnopqrs ft ftu ftuv ftuvw ftuvwx ftuvwxy ftuvwxyz ftuvwxyza ftuvwxyzab gc gcd gcde gcdef gcdefg gcdefgh gcdefghi gcdefghij gcdefghijk hl hlm hlmn hlmno hlmnop hlmnopq hlmnopqr hlmnopqrs hlmnopqrst iu iuv iuvw iuvwx iuvwxy iuvwxyz iuvwxyza iuvwxyzab iuvwxyzabc jd jde jdef jdefg jdefgh jdefghi jdefghij jdefghijk jdefghijkl km kmn kmno kmnop kmnopq kmnopqr kmnopqrs kmnopqrst kmnopqrstu lv lvw lvwx lvwxy lvwxyz lvwxyza lvwxyzab lvwxyzabc lvwxyzabcd me mef mefg mefgh mefghi mefghij mefghijk mefghijkl mefghijklm nn nno nnop nnopq nnopqr nnopqrs nnopqrst nnopqrstu nnopqrstuv ow owx owxy owxyz owxyza owxyzab owxyzabc owxyzabcd owxyzabcde,3
exp_cant_palabras_6000_10,6000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi aabcdefghij bk bkl bklm bklmn bklmno bklmnop bklmnopq bklmnopqr bklmnopqrs bklmnopqrst cu cuv cuvw cuvwx cuvwxy cuvwxyz cuvwxyza cuvwxyzab cuvwxyzabc cuvwxyzabcd de def defg defgh defghi defghij defghijk defghijkl defghijklm defghijklmn eo eop eopq eopqr eopqrs eopqrst eopqrstu eopqrstuv eopqrstuvw eopqrstuvwx fy fyz fyza fyzab fyzabc fyzabcd fyzabcde fyzabcdef fyzabcdefg fyzabcdefgh gi gij gijk gijkl gijklm gijklmn gijklmno gijklmnop gijklmnopq gijklmnopqr hs hst hstu hstuv hstuvw hstuvwx hstuvwxy hstuvwxyz hstuvwxyza hstuvwxyzab,3
exp_cant_palabras_6000_10,6000, aa,72
