instancia,cant_palabras,palabra_max,cant_max
exp_cant_palabras_7000_1,7000, aa bb cc dd ee ff gg hh ii jj kk ll mm nn oo pp qq rr ss tt uu vv ww xx,27
exp_cant_palabras_7000_2,7000, aa aab bc bcd ce cef dg dgh ei eij fk fkl gm gmn ho hop iq iqr js jst ku kuv lw lwx,14
exp_cant_palabras_7000_3,7000, aa aab aabc bd bde bdef cg cgh cghi dj djk djkl em emn emno fp fpq fpqr gs gst gstu hv hvw hvwx iy iyz iyza jb jbc jbcd ke kef kefg lh lhi lhij mk mkl mklm nn nno nnop oq oqr oqrs pt ptu ptuv qw qwx qwxy rz rza rzab sc scd scde tf tfg tfgh ui uij uijk vl vlm vlmn wo wop wopq xr xrs xrst yu yuv yuvw zx zxy zxyz,9
exp_cant_palabras_7000_4,7000, aa aab aabc aabcd be bef befg befgh ci cij cijk cijkl dm dmn dmno dmnop eq eqr eqrs eqrst fu fuv fuvw fuvwx gy gyz gyza gyzab hc hcd hcde hcdef ig igh ighi ighij jk jkl jklm jklmn ko kop kopq kopqr ls lst lstu lstuv mw mwx mwxy mwxyz na nab nabc nabcd oe oef oefg oefgh pi pij pijk pijkl qm qmn qmno qmnop rq rqr rqrs rqrst su suv suvw suvwx,7
exp_cant_palabras_7000_5,7000, aa aab aabc aabcd aabcde bf bfg bfgh bfghi bfghij ck ckl cklm cklmn cklmno dp dpq dpqr dpqrs dpqrst eu euv euvw euvwx euvwxy fz fza fzab fzabc fzabcd ge gef gefg gefgh gefghi hj hjk hjkl hjklm hjklmn io iop iopq iopqr iopqrs jt jtu jtuv jtuvw jtuvwx,6
exp_cant_palabras_7000_6,7000, aa aab aabc aabcd aabcde aabcdef bg bgh bghi bghij bghijk bghijkl cm cmn cmno cmnop cmnopq cmnopqr ds dst dstu dstuv dstuvw dstuvwx ey eyz eyza eyzab eyzabc eyzabcd fe fef fefg fefgh fefghi fefghij gk gkl gklm gklmn gklmno gklmnop hq hqr hqrs hqrst hqrstu hqrstuv iw iwx iwxy iwxyz iwxyza iwxyzab jc jcd jcde jcdef jcdefg jcdefgh ki kij kijk kijkl kijklm kijklmn lo lop lopq lopqr lopqrs lopqrst mu muv muvw muvwx muvwxy muvwxyz,5
exp_cant_palabras_7000_7,7000, aa aab aabc aabcd aabcde aabcdef aabcdefg bh bhi bhij bhijk bhijkl bhijklm bhijklmn co cop copq copqr copqrs copqrst copqrstu dv dvw dvwx dvwxy dvwxyz dvwxyza dvwxyzab ec ecd ecde ecdef ecdefg ecdefgh ecdefghi fj fjk fjkl fjklm fjklmn fjklmno fjklmnop gq gqr gqrs gqrst gqrstu gqrstuv gqrstuvw hx hxy hxyz hxyza hxyzab hxyzabc hxyzabcd ie ief iefg iefgh iefghi iefghij iefghijk jl jlm jlmn jlmno jlmnop jlmnopq jlmnopqr ks kst kstu kstuv kstuvw kstuvwx kstuvwxy lz lza lzab lzabc lzabcd lzabcde lzabcdef mg mgh mghi mghij mghijk mghijkl mghijklm nn nno nnop nnopq nnopqr nnopqrs nnopqrst ou ouv ouvw ouvwx ouvwxy ouvwxyz ouvwxyza pb pbc pbcd pbcde pbcdef pbcdefg pbcdefgh qi qij qijk qijkl qijklm qijklmn qijklmno rp rpq rpqr rpqrs rpqrst rpqrstu rpqrstuv sw swx swxy swxyz swxyza swxyzab swxyzabc td tde tdef tdefg tdefgh tdefghi tdefghij uk ukl uklm uklmn uklmno uklmnop uklmnopq vr vrs vrst vrstu vrstuv vrstuvw vrstuvwx,4
exp_cant_palabras_7000_8,7000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh bi bij bijk bijkl bijklm bijklmn bijklmno bijklmnop cq cqr cqrs cqrst cqrstu cqrstuv cqrstuvw cqrstuvwx dy dyz dyza dyzab dyzabc dyzabcd dyzabcde dyzabcdef eg egh eghi eghij eghijk eghijkl eghijklm eghijklmn fo fop fopq fopqr fopqrs fopqrst fopqrstu fopqrstuv gw gwx gwxy gwxyz gwxyza gwxyzab gwxyzabc gwxyzabcd he hef hefg hefgh hefghi hefghij hefghijk hefghijkl im imn imno imnop imnopq imnopqr imnopqrs imnopqrst ju juv juvw juvwx juvwxy juvwxyz juvwxyza juvwxyzab,4
exp_cant_palabras_7000_9,7000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi bj bjk bjkl bjklm bjklmn bjklmno bjklmnop bjklmnopq bjklmnopqr cs cst cstu cstuv cstuvw cstuvwx cstuvwxy cstuvwxyz cstuvwxyza db dbc dbcd dbcde dbcdef dbcdefg dbcdefgh dbcdefghi dbcdefghij ek ekl eklm eklmn eklmno eklmnop eklmnopq eklmnopqr eklmnopqrs ft ftu ftuv ftuvw ftuvwx ftuvwxy ftuvwxyz ftuvwxyza ftuvwxyzab gc gcd gcde gcdef gcdefg gcdefgh gcdefghi gcdefghij gcdefghijk hl hlm hlmn hlmno hlmnop hlmnopq hlmnopqr hlmnopqrs hlmnopqrst iu iuv iuvw iuvwx iuvwxy iuvwxyz iuvwxyza iuvwxyzab iuvwxyzabc jd jde jdef jdefg jdefgh jdefghi jdefghij jdefghijk jdefghijkl km kmn kmno kmnop kmnopq kmnopqr kmnopqrs kmnopqrst kmnopqrstu lv lvw lvwx lvwxy lvwxyz lvwxyza lvwxyzab lvwxyzabc lvwxyzabcd me mef mefg mefgh mefghi mefghij mefghijk mefghijkl mefghijklm nn nno nnop nnopq nnopqr nnopqrs nnopqrst nnopqrstu nnopqrstuv ow owx owxy owxyz owxyza owxyzab owxyzabc owxyzabcd owxyzabcde pf pfg pfgh pfghi pfghij pfghijk pfghijkl pfghijklm pfghijklmn qo qop qopq qopqr qopqrs qopqrst qopqrstu qopqrstuv qopqrstuvw rx rxy rxyz rxyza rxyzab rxyzabc rxyzabcd rxyzabcde rxyzabcdef sg sgh sghi sghij sghijk sghijkl sghijklm sghijklmn sghijklmno tp tpq tpqr tpqrs tpqrst tpqrstu tpqrstuv tpqrstuvw tpqrstuvwx uy uyz uyza uyzab uyzabc uyzabcd uyzabcde uyzabcdef uyzabcdefg vh vhi vhij vhijk vhijkl vhijklm vhijklmn vhijklmno vhijklmnop wq wqr wqrs wqrst wqrstu wqrstuv wqrstuvw wqrstuvwx wqrstuvwxy xz xza xzab xzabc xzabcd xzabcde xzabcdef xzabcdefg xzabcdefgh yi yij yijk yijkl yijklm yijklmn yijklmno yijklmnop yijklmnopq zr zrs zrst zrstu zrstuv zrstuvw zrstuvwx zrstuvwxy zrstuvwxyz,3
exp_cant_palabras_7000_10,7000, aa aab aabc aabcd aabcde aabcdef aabcdefg aabcdefgh aabcdefghi aabcdefghij bk bkl bklm bklmn bklmno bklmnop bklmnopq bklmnopqr bklmnopqrs bklmnopqrst cu cuv cuvw cuvwx cuvwxy cuvwxyz cuvwxyza cuvwxyzab cuvwxyzabc cuvwxyzabcd de def defg defgh defghi defghij defghijk defghijkl defghijklm defghijklmn eo eop eopq eopqr eopqrs eopqrst eopqrstu eopqrstuv eopqrstuvw eopqrstuvwx fy fyz fyza fyzab fyzabc fyzabcd fyzabcde fyzabcdef fyzabcdefg fyzabcdefgh gi gij gijk gijkl gijklm gijklmn gijklmno gijklmnop gijklmnopq gijklmnopqr hs hst hstu hstuv hstuvw hstuvwx hstuvwxy hstuvwxyz hstuvwxyza hstuvwxyzab ic icd icde icdef icdefg icdefgh icdefghi icdefghij icdefghijk icdefghijkl jm jmn jmno jmnop jmnopq jmnopqr jmnopqrs jmnopqrst jmnopqrstu jmnopqrstuv kw kwx kwxy kwxyz kwxyza kwxyzab kwxyzabc kwxyzabcd kwxyzabcde kwxyzabcdef lg lgh lghi lghij lghijk lghijkl lghijklm lghijklmn lghijklmno lghijklmnop mq mqr mqrs mqrst mqrstu mqrstuv mqrstuvw mqrstuvwx mqrstuvwxy mqrstuvwxyz na nab nabc nabcd nabcde nabcdef nabcdefg nabcdefgh nabcdefghi nabcdefghij ok okl oklm oklmn oklmno oklmnop oklmnopq oklmnopqr oklmnopqrs oklmnopqrst pu puv puvw puvwx puvwxy puvwxyz puvwxyza puvwxyzab puvwxyzabc puvwxyzabcd qe qef qefg qefgh qefghi qefghij qefghijk qefghijkl qefghijklm qefghijklmn ro rop ropq ropqr ropqrs ropqrst ropqrstu ropqrstuv ropqrstuvw ropqrstuvwx,3
